39.927558,116.47082
39.927338,116.47053
39.926897,116.47113
39.927105,116.47234
39.92783,116.47202
39.929187,116.47255
39.929398,116.47206
39.931032,116.47253
39.931302,116.47343
39.930795,116.47181
39.93102,116.47272
39.931975,116.47256
39.932652,116.4731
39.932233,116.47238
39.932717,116.47183
39.932762,116.46247
39.941495,116.48124
39.939612,116.47747
39.962672,116.48128
39.961997,116.45629
39.934857,116.45543
39.933423,116.45723
39.867298,116.44189
39.865193,116.44419
39.951682,116.4492
39.932542,116.45587
39.941608,116.45604
39.953858,116.47548
39.955482,116.48239
39.956518,116.48133
39.900853,116.50835
39.915212,116.48789
39.899942,116.48401
39.899438,116.48426
39.899428,116.48471
39.899768,116.48435
39.90523,116.47626
39.967588,116.41067
39.96749,116.40564
39.967172,116.40559
39.967092,116.40428
39.967597,116.40083
39.96746,116.39511
39.96665,116.39099
39.966942,116.38926
39.967247,116.38978
39.967293,116.38461
39.96664,116.38053
39.96712,116.37918
39.966497,116.36506
39.966418,116.32976
39.966045,116.32301
39.965547,116.32071
39.966032,116.3193
39.965857,116.31533
39.975133,116.31124
39.981857,116.31006
39.981892,116.31068
39.981235,116.30982
39.98115,116.31108
39.980767,116.31082
39.98085,116.31021
39.982048,116.31125
39.980845,116.31009
39.980735,116.31083
39.981087,116.31001
39.981353,116.31077
39.982922,116.31113
39.979913,116.3114
39.979793,116.31077
39.97865,116.31012
39.978688,116.30903
39.980538,116.30621
39.979865,116.30656
39.979945,116.30597
39.981068,116.30654
39.981213,116.31017
39.979458,116.31
39.980717,116.30514
39.981322,116.31035
39.979137,116.31073
39.977963,116.31034
39.975618,116.31098
39.975412,116.31166
39.97458,116.31182
39.975375,116.3185
39.974928,116.31854
39.974838,116.32035
39.975342,116.3268
39.974938,116.32695
39.975258,116.3274
39.975053,116.342
39.972882,116.34236
39.972162,116.34488
39.968185,116.34432
39.967148,116.34457
39.967155,116.34533
39.967447,116.34509
39.96695,116.34528
39.967458,116.34529
39.967098,116.34529
39.967485,116.34492
39.966802,116.34543
39.96613,116.34327
39.966498,116.34735
39.966102,116.35286
39.966603,116.35671
39.966267,116.36004
39.966678,116.37765
39.96685,116.38224
39.967497,116.38361
39.967062,116.38396
39.966993,116.38812
39.96738,116.40575
39.967772,116.40831
39.967937,116.42947
39.966437,116.43312
39.95918,116.44397
39.96651,116.43955
39.9666,116.44137
39.959002,116.4451
39.952007,116.45451
39.950317,116.45536
39.932753,116.45522
39.932253,116.46022
39.93237,116.46424
39.93185,116.46721
39.932262,116.46758
39.932388,116.46968
39.932958,116.47045
39.932352,116.47068
39.933013,116.47015
39.933432,116.47048
39.932302,116.47123
39.932062,116.4721
39.928378,116.47198
39.927415,116.4724
39.926953,116.47188
39.927428,116.47115
